
Initial statistics: 66 variables; iteration 0; function evaluation 0; phase 1
Function value 8.6237970e+03; maximum gradient component mag -1.5319e+05
 10 -0.00160 -1.69549e-03 | 11 -0.00278 -6.07765e-02 | 12 -0.00307  5.58448e-02
 13 -0.00497  1.53402e-02 | 14 -0.00745 -1.53256e-02 | 15 -0.01074 -3.05728e-02
 16 -0.01462  3.99935e-02 | 17 -0.02073 -1.37386e-02 | 18 -0.02745  9.36688e-02
 19 -0.03731 -5.98123e-02 | 20 -0.04692  6.06955e-02 | 21 -0.05830 -8.89221e-02
 22 -0.06652  6.03577e-02 | 23 -0.07086 -3.66913e-02 | 24 -0.06549  8.81387e-02
 25 -0.05453 -1.69027e-02 | 26 -0.04365  5.44288e-02 | 27 -0.01721  2.00501e-01
 28  0.04203 -1.52183e-01 | 29  0.07418  3.89004e-02 | 30  0.05635 -8.60153e-03
 31 -0.06793 -3.19027e-01 | 32 -0.12517 -3.67568e-01 | 33  0.10227  4.29085e-01
 34 -0.11458 -3.34310e-01 | 35  0.11554  7.93637e-01 | 36 -0.01705  1.66168e-02
 37 -0.08293 -2.00242e-01 | 38 -0.23882 -3.89543e-01 | 39 -0.09391 -1.90499e-01
 40  0.04464  4.23303e-01 | 41  0.02276  2.03261e-01 | 42  0.01732  2.32264e-01
 43  0.14182  1.29028e+00 | 44  0.01119  1.95695e-01 | 45 -0.05950 -1.11918e-01
 46 -0.07392 -2.11040e-01 | 47  0.06706  5.19845e-01 | 48  0.00049  3.86257e-02
 49 -0.06620 -1.37187e-01 | 50  0.08746  5.32927e-01 | 51  0.06045  3.14098e-01
 52 -0.06137 -2.01640e-01 | 53 -0.02058 -5.37729e-02 | 54 -0.03786 -7.97509e-02
 55 -0.07879 -2.13484e-01 | 56  0.01284  1.05807e-01 | 57  0.05002  1.91172e-01
 58 -0.03708 -1.87885e-01 | 59  0.13565  6.04516e-01 | 60 -0.04095 -2.42088e-01
 61  0.10647  1.47097e-01 | 62  0.10556  1.40760e-02 | 63  0.06772 -1.26096e-01
 64  0.13811  1.15007e-01 | 65 -0.05873 -3.75051e-01 | 66 -0.04450 -3.51442e-01
 67 -0.09647 -4.04566e-01 | 68 -0.03323 -4.04516e-01 | 69  0.11906 -2.31359e-01
 70 -0.09781 -4.41515e-01 | 71 -0.03392 -4.80523e-01 | 72  0.68239  1.02801e+00
 73 -0.67562 -4.88136e-03 | 74  0.41318 -6.73905e+00 | 75 -0.54707 -3.64424e-03
 76  0.19093  1.04328e-01 | 77 -0.28453 -1.45027e+00 | 78 -0.40183  3.50041e-03
 79 -0.09809  2.14812e+00 | 80  0.05811  1.14360e+00 |

 - final statistics:
80 variables; iteration 2; function evaluation 4
Function value 2.5731e+02; maximum gradient component mag 6.6723e-01
Exit code = 1;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.99859  1.26475e-01 |  2  0.44820  1.07976e-02 |  3  0.09715 -4.74375e-02
  4 -0.52834 -1.13444e-01 |  5 -0.52817 -9.24043e-02 |  6 -0.49909  3.17016e-01
  7 -0.05006  8.55274e-02 |  8 -0.00235 -3.57160e-02 |  9 -0.00128 -2.87485e-02
 10 -0.00160 -2.14091e-03 | 11 -0.00278 -6.13983e-02 | 12 -0.00307  5.48503e-02
 13 -0.00497  1.39364e-02 | 14 -0.00745 -1.73171e-02 | 15 -0.01074 -3.33881e-02
 16 -0.01462  3.60023e-02 | 17 -0.02073 -1.91466e-02 | 18 -0.02745  8.63163e-02
 19 -0.03731 -6.92421e-02 | 20 -0.04692  4.84909e-02 | 21 -0.05830 -1.03982e-01
 22 -0.06652  4.14674e-02 | 23 -0.07086 -6.00980e-02 | 24 -0.06549  5.76956e-02
 25 -0.05453 -5.69272e-02 | 26 -0.04365  2.20190e-03 | 27 -0.01721  1.24170e-01
 28  0.04203  3.19616e-02 | 29  0.07418  7.36523e-02 | 30  0.05635  8.00721e-02
 31 -0.06793  9.90568e-03 | 32 -0.12517 -1.16462e-02 | 33  0.10227  6.96437e-02
 34 -0.11458 -2.63047e-02 | 35  0.11553  1.55559e-01 | 36 -0.01705  7.79326e-02
 37 -0.08293  1.07790e-02 | 38 -0.23882 -1.75254e-02 | 39 -0.09391 -2.86405e-03
 40  0.04464  2.44829e-02 | 41  0.02276 -3.57222e-02 | 42  0.01732  4.28617e-02
 43  0.14182  3.70046e-02 | 44  0.01119  4.24483e-02 | 45 -0.05950 -5.15479e-03
 46 -0.07392 -6.42216e-02 | 47  0.06706 -7.46713e-03 | 48  0.00049 -6.49488e-02
 49 -0.06620  1.12734e-03 | 50  0.08746 -9.47612e-02 | 51  0.06045 -3.67709e-02
 52 -0.06137 -3.83314e-02 | 53 -0.02058 -2.13638e-02 | 54 -0.03786 -1.31741e-02
 55 -0.07879 -4.35239e-02 | 56  0.01284 -4.56245e-02 | 57  0.05002 -3.96823e-02
 58 -0.03708 -4.03883e-02 | 59  0.13565 -3.54202e-02 | 60 -0.04095 -3.51147e-04
 61  0.10647 -9.14486e-03 | 62  0.10556 -1.20661e-02 | 63  0.06772  1.29867e-02
 64  0.13811  7.76106e-02 | 65 -0.05873  1.93620e-03 | 66 -0.04450 -8.00739e-03
 67 -0.09647 -1.83472e-02 | 68 -0.03323 -4.04635e-02 | 69  0.11906  1.26941e-02
 70 -0.09781  1.77188e-02 | 71 -0.03392 -4.81426e-02 | 72  0.68239  3.43550e-02
 73 -0.67562 -4.88892e-03 | 74  0.41318  5.11133e-02 | 75 -0.54707 -3.64424e-03
 76  0.19093 -6.13414e-02 | 77 -0.28452  6.67231e-01 | 78 -0.40183 -2.00107e-04
 79 -0.09809 -4.25307e-01 | 80  0.05811  2.63350e-01 |

 - final statistics:
81 variables; iteration 0; function evaluation 0
Function value 2.5731e+02; maximum gradient component mag 6.6723e-01
Exit code = 0;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.99859  1.26475e-01 |  2  0.44820  1.07976e-02 |  3  0.09715 -4.74375e-02
  4 -0.52834 -1.13444e-01 |  5 -0.52817 -9.24043e-02 |  6 -0.49909  3.17016e-01
  7 -0.05006  8.55274e-02 |  8 -0.00235 -3.57160e-02 |  9 -0.00128 -2.87485e-02
 10 -0.00160 -2.14091e-03 | 11 -0.00278 -6.13983e-02 | 12 -0.00307  5.48503e-02
 13 -0.00497  1.39364e-02 | 14 -0.00745 -1.73171e-02 | 15 -0.01074 -3.33881e-02
 16 -0.01462  3.60023e-02 | 17 -0.02073 -1.91466e-02 | 18 -0.02745  8.63163e-02
 19 -0.03731 -6.92421e-02 | 20 -0.04692  4.84909e-02 | 21 -0.05830 -1.03982e-01
 22 -0.06652  4.14674e-02 | 23 -0.07086 -6.00980e-02 | 24 -0.06549  5.76956e-02
 25 -0.05453 -5.69272e-02 | 26 -0.04365  2.20190e-03 | 27 -0.01721  1.24170e-01
 28  0.04203  3.19361e-02 | 29  0.07418  7.36270e-02 | 30  0.05635  8.00467e-02
 31 -0.06793  9.88032e-03 | 32 -0.12517 -1.16713e-02 | 33  0.10227  6.96186e-02
 34 -0.11458 -2.63298e-02 | 35  0.11553  1.55534e-01 | 36 -0.01705  7.79072e-02
 37 -0.08293  1.07537e-02 | 38 -0.23882 -1.75491e-02 | 39 -0.09391 -2.88928e-03
 40  0.04464  2.44575e-02 | 41  0.02276 -3.57477e-02 | 42  0.01732  4.28362e-02
 43  0.14182  3.69797e-02 | 44  0.01119  4.24228e-02 | 45 -0.05950 -5.18017e-03
 46 -0.07392 -6.42470e-02 | 47  0.06706 -7.49248e-03 | 48  0.00049 -6.49743e-02
 49 -0.06620  1.10197e-03 | 50  0.08746 -9.47865e-02 | 51  0.06045 -3.67963e-02
 52 -0.06137 -3.83567e-02 | 53 -0.02058 -2.13893e-02 | 54 -0.03786 -1.31996e-02
 55 -0.07879 -4.35492e-02 | 56  0.01284 -4.56500e-02 | 57  0.05002 -3.97077e-02
 58 -0.03708 -4.04137e-02 | 59  0.13565 -3.54452e-02 | 60 -0.04095 -3.76595e-04
 61  0.10647 -9.17001e-03 | 62  0.10556 -1.20912e-02 | 63  0.06772  1.29613e-02
 64  0.13811  7.75857e-02 | 65 -0.05873  1.91081e-03 | 66 -0.04450 -8.03283e-03
 67 -0.09647 -1.83724e-02 | 68 -0.03323 -4.04890e-02 | 69  0.11906  1.26691e-02
 70 -0.09781  1.76936e-02 | 71 -0.03392 -4.81680e-02 | 72 -0.54538  4.45569e-01
 73  0.68239  3.43550e-02 | 74 -0.67562 -4.88892e-03 | 75  0.41318  5.11133e-02
 76 -0.54707 -3.64424e-03 | 77  0.19093 -6.13414e-02 | 78 -0.28452  6.67231e-01
 79 -0.40183 -2.00107e-04 | 80 -0.09809 -4.25307e-01 | 81  0.05811  2.63350e-01

Initial statistics: 175 variables; iteration 0; function evaluation 0; phase 7
Function value 2.5731114e+02; maximum gradient component mag 3.7253e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.99859  1.26475e-01 |  2  0.44820  1.07976e-02 |  3  0.09715 -4.74375e-02
  4 -0.52834 -1.13444e-01 |  5 -0.52817 -9.24043e-02 |  6 -0.49909  3.17016e-01
  7 -0.05006  8.55274e-02 |  8 -0.00235 -3.57160e-02 |  9 -0.00128 -2.87485e-02
 10 -0.00160 -2.14091e-03 | 11 -0.00278 -6.13983e-02 | 12 -0.00307  5.48503e-02
 13 -0.00497  1.39364e-02 | 14 -0.00745 -1.73171e-02 | 15 -0.01074 -3.33881e-02
 16 -0.01462  3.60023e-02 | 17 -0.02073 -1.91466e-02 | 18 -0.02745  8.63163e-02
 19 -0.03731 -6.92421e-02 | 20 -0.04692  4.84909e-02 | 21 -0.05830 -1.03982e-01
 22 -0.06652  4.14674e-02 | 23 -0.07086 -6.00980e-02 | 24 -0.06549  5.76956e-02
 25 -0.05453 -5.69272e-02 | 26 -0.04365  2.20190e-03 | 27 -0.01721  1.24170e-01
 28  0.04203  3.19361e-02 | 29  0.07418  7.36270e-02 | 30  0.05635  8.00467e-02
 31 -0.06793  9.88032e-03 | 32 -0.12517 -1.16713e-02 | 33  0.10227  6.96186e-02
 34 -0.11458 -2.63298e-02 | 35  0.11553  1.55534e-01 | 36 -0.01705  7.79072e-02
 37 -0.08293  1.07537e-02 | 38 -0.23882 -1.75491e-02 | 39 -0.09391 -2.88928e-03
 40  0.04464  2.44575e-02 | 41  0.02276 -3.57477e-02 | 42  0.01732  4.28362e-02
 43  0.14182  3.69797e-02 | 44  0.01119  4.24228e-02 | 45 -0.05950 -5.18017e-03
 46 -0.07392 -6.42470e-02 | 47  0.06706 -7.49248e-03 | 48  0.00049 -6.49743e-02
 49 -0.06620  1.10197e-03 | 50  0.08746 -9.47865e-02 | 51  0.06045 -3.67963e-02
 52 -0.06137 -3.83567e-02 | 53 -0.02058 -2.13893e-02 | 54 -0.03786 -1.31996e-02
 55 -0.07879 -4.35492e-02 | 56  0.01284 -4.56500e-02 | 57  0.05002 -3.97077e-02
 58 -0.03708 -4.04137e-02 | 59  0.13565 -3.54452e-02 | 60 -0.04095 -3.76595e-04
 61  0.10647 -9.17001e-03 | 62  0.10556 -1.20912e-02 | 63  0.06772  1.29613e-02
 64  0.13811  7.75857e-02 | 65 -0.05873  1.91081e-03 | 66 -0.04450 -8.03283e-03
 67 -0.09647 -1.83724e-02 | 68 -0.03323 -4.04890e-02 | 69  0.11906  1.26691e-02
 70 -0.09781  1.76936e-02 | 71 -0.03392 -4.81680e-02 | 72 -0.54538  4.45569e-01
 73  0.68239  3.43550e-02 | 74 -0.67562 -4.88892e-03 | 75  0.41318  5.11133e-02
 76 -0.54707 -3.64424e-03 | 77  0.19093 -6.13414e-02 | 78 -0.28452  6.67231e-01
 79 -0.40183 -2.00107e-04 | 80 -0.09809 -4.25307e-01 | 81  0.05811  2.63350e-01
 82  0.00000  3.77502e+00 | 83  0.00000  1.21475e+00 | 84  0.00000  1.59136e+00
 85  0.00000 -1.95874e+00 | 86  0.00000  9.49481e+00 | 87  0.00000  4.70021e+01
 88  0.00000 -2.12600e+00 | 89  0.00000 -2.65244e+00 | 90  0.00000  3.20324e+01
 91  0.00000 -4.22944e+00 | 92  0.00000  5.46430e+00 | 93  0.00000  6.05712e-01
 94  0.00000  3.84370e+01 | 95  0.00000  5.32448e+00 | 96  0.00000 -1.41341e+01
 97  0.00000 -6.19697e+00 | 98  0.00000 -1.48582e+01 | 99  0.00000 -7.07158e-01
100  0.00000  3.62624e+00 |101  0.00000  3.83503e+00 |102  0.00000  2.29380e+00
103  0.00000  1.42176e+01 |104  0.00000 -2.91214e+00 |105  0.00000 -5.99281e+00
106  0.00000 -5.90632e+00 |107  0.00000  6.00451e-01 |108  0.00000  6.28277e-01
109  0.00000  1.83571e+00 |110  0.00000 -9.85438e-02 |111  0.00000 -1.12588e+00
112  0.00000  5.96602e+00 |113  0.00000  9.07030e-01 |114  0.00000 -4.52002e+00
115  0.00000 -7.60800e-01 |116  0.00000 -5.10408e+00 |117  0.00000 -1.41731e+01
118  0.00000  3.12523e+00 |119  0.00000 -7.68345e+00 |120  0.00000  2.90847e+00
121  0.00000  2.02816e-01 |122  0.00000  6.92121e-01 |123  0.00000 -2.91625e+00
124  0.00000 -2.06648e+00 |125  0.00000  1.11792e+01 |126  0.00000 -5.71905e+01
127  0.00000 -3.57032e+01 |128  0.00000  0.00000e+00 |129  0.00000  5.18972e+01
130  0.00000  1.43470e+01 |131  0.00000  2.00323e+01 |132  0.00000 -1.41652e+00
133  0.00000  1.79478e+01 |134  0.00000 -4.10560e+01 |135  0.00000  5.31440e+00
136  0.00000  3.72525e+02 |137  0.00000  2.50567e+01 |138  0.00000  1.06111e+02
139  0.00000  6.38177e+01 |140  0.00000  4.06438e+00 |141  0.00000  9.18634e-02
142  0.00000 -4.28909e+01 |143  0.00000 -1.55966e+01 |144  0.00000 -2.68316e+01
145  0.00000 -1.22066e+02 |146  0.00000 -4.69005e+01 |147  0.00000  8.55107e-01
148  0.00000  3.19961e+01 |149  0.00000  2.77724e+01 |150  0.00000  1.10639e+02
151  0.00000  1.97948e+01 |152  0.00000 -2.61309e+01 |153  0.00000 -5.49434e+01
154  0.00000 -2.44862e+01 |155  0.00000 -6.32427e+00 |156  0.00000  1.01532e+01
157  0.00000  5.03677e-01 |158  0.00000 -1.96303e+00 |159  0.00000  4.99164e+01
160  0.00000  2.35634e+01 |161  0.00000 -1.94365e+01 |162  0.00000 -1.83425e+01
163  0.00000 -5.31684e+01 |164  0.00000 -1.20913e+02 |165  0.00000 -4.01491e+01
166  0.00000 -8.95239e+01 |167  0.00000 -2.73705e+01 |168  0.00000 -2.04444e+01
169  0.00000 -7.14537e+00 |170  0.00000 -2.99013e+01 |171  0.00000 -2.60500e+01
172  0.00000  6.01557e+01 |173  0.00000  2.87243e+01 |174  0.00000 -1.75793e+02
175  0.00000  0.00000e+00 |

Intermediate statistics: 175 variables; iteration 20; function evaluation 30; phase 7
Function value 2.1669534e+02; maximum gradient component mag 7.1952e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.99936 -2.42384e-01 |  2  0.43895  1.60251e+00 |  3  0.10397  2.73079e+02
  4 -0.54850  7.19523e+02 |  5 -0.50824  4.36818e+02 |  6 -0.49155  6.81247e+02
  7 -0.04548  5.44394e+01 |  8 -0.00215  7.73638e-02 |  9 -0.00113  3.09103e-02
 10 -0.00153  5.95770e-02 | 11 -0.00244  5.95465e-02 | 12 -0.00316  1.45502e-01
 13 -0.00481  1.76974e-01 | 14 -0.00707  2.29676e-01 | 15 -0.01014  3.10783e-01
 16 -0.01407  4.51659e-01 | 17 -0.01966  5.71131e-01 | 18 -0.02638  7.81484e-01
 19 -0.03511  9.23403e-01 | 20 -0.04443  1.18727e+00 | 21 -0.05433  1.38816e+00
 22 -0.06189  1.71864e+00 | 23 -0.06451  2.03962e+00 | 24 -0.05807  2.54300e+00
 25 -0.04507  3.08100e+00 | 26 -0.03265  3.52682e+00 | 27 -0.00679  4.72822e+00
 28  0.04424 -2.50038e+01 | 29  0.07853 -1.00547e+01 | 30  0.04234 -2.15322e+01
 31 -0.04078 -3.33524e+01 | 32 -0.10860 -4.46486e+01 | 33  0.09351 -5.64929e+01
 34 -0.13147 -4.71218e+01 | 35  0.12385  1.04028e+02 | 36 -0.02609  2.13594e+01
 37 -0.07754  5.85362e+00 | 38 -0.23536 -3.39058e+01 | 39 -0.08456  3.62420e+00
 40  0.04712  9.61168e+01 | 41  0.00463  3.74264e+01 | 42  0.03394  6.25194e+01
 43  0.14617  2.37109e+02 | 44  0.01683  7.01213e+01 | 45 -0.05862  8.80648e+00
 46 -0.07597 -8.50349e-01 | 47  0.06342  9.79382e+01 | 48 -0.00703  5.30322e+01
 49 -0.06159  1.72156e+01 | 50  0.09385  1.60843e+02 | 51  0.06298  6.92608e+01
 52 -0.06063 -1.90704e+01 | 53 -0.02130 -1.02311e+01 | 54 -0.03863 -9.74785e+00
 55 -0.07668 -1.47075e+01 | 56  0.01533  9.10716e+00 | 57  0.04368  1.94859e+01
 58 -0.03471 -3.38650e+01 | 59  0.13034 -1.83186e+01 | 60 -0.04668 -4.75479e+01
 61  0.11079 -1.92342e+01 | 62  0.09271 -3.84878e+01 | 63  0.07544 -4.35614e+01
 64  0.13647 -2.74771e+01 | 65 -0.06243 -4.60112e+01 | 66 -0.05039 -4.99583e+01
 67 -0.09823 -5.44712e+01 | 68 -0.02960 -6.47835e+01 | 69  0.11295 -8.96982e+01
 70 -0.13207 -6.78561e+01 | 71 -0.00853 -2.80100e+01 | 72 -0.56199  3.95987e-01
 73  0.61885  8.12582e+01 | 74 -0.67562 -1.63631e-02 | 75  0.40805 -6.16247e+02
 76 -0.54705 -3.66982e-03 | 77  0.18120  1.57205e+01 | 78 -0.30200  5.01097e+01
 79 -0.40182  4.48246e-01 | 80 -0.12083  1.16129e+01 | 81  0.06003  1.06225e+02
 82 -0.02085  3.11601e+00 | 83 -0.00259  2.14376e-01 | 84 -0.00158  4.08019e-01
 85  0.00424  1.07631e+00 | 86 -0.01248  9.42240e-01 | 87 -0.06809 -1.02430e+01
 88 -0.01151  2.52550e-01 | 89  0.09228  7.78589e+00 | 90 -0.08291 -8.32052e+00
 91  0.03840 -4.19105e+00 | 92  0.00255  1.74634e+00 | 93 -0.00684 -2.29114e+00
 94 -0.04314 -1.13152e+00 | 95 -0.03001 -7.54227e+00 | 96  0.03436  4.50961e+00
 97  0.02732  6.08381e+00 | 98 -0.01672 -2.99763e+00 | 99 -0.00239  3.63768e+00
100 -0.00050  2.99719e+00 |101 -0.00436  2.03528e+00 |102 -0.00174  1.71332e+00
103 -0.00625  7.44090e+00 |104  0.00099  1.10834e+00 |105  0.00572  3.14245e-01
106 -0.00221  3.59477e+00 |107 -0.00186  4.26892e+00 |108  0.00257  1.87802e+00
109 -0.00058  1.38943e+00 |110 -0.00138  2.10955e-01 |111  0.00221  5.59261e-01
112 -0.00150  2.99572e+00 |113  0.00040  7.88124e-01 |114  0.00558  7.61388e-01
115 -0.00332 -8.04676e-01 |116  0.00133 -9.67422e-01 |117 -0.00519 -6.05151e+00
118 -0.00415 -1.42096e+00 |119 -0.00155  3.57416e-01 |120 -0.00260 -2.63624e+00
121  0.00149  1.65846e-01 |122 -0.00404  4.47063e-01 |123  0.00197  3.50119e-01
124  0.00378  5.34957e-01 |125 -0.00402  2.85310e+00 |126  0.08756  1.30348e+01
127 -0.03414 -1.72107e+01 |128  0.00000  0.00000e+00 |129 -0.00450 -4.36085e+01
130 -0.03614  1.56353e+00 |131 -0.03449  3.11793e+00 |132  0.01032  1.41205e+01
133 -0.00845  1.23939e+01 |134  0.02819  2.32660e+00 |135 -0.01472  8.08160e+00
136 -0.05763  4.24338e+01 |137  0.04441  2.40162e+01 |138 -0.01912 -2.19151e+01
139 -0.01278  1.66796e+01 |140  0.00056  5.79172e+00 |141  0.03061  1.74605e+01
142  0.00557 -2.29225e+01 |143 -0.01015  1.65402e+01 |144 -0.01460  7.76601e+00
145  0.05568  1.17436e+01 |146  0.00845  3.44411e+01 |147 -0.00236  3.63221e+01
148 -0.03036  3.06307e+01 |149 -0.01893  2.77076e+01 |150 -0.02030  6.51031e+01
151 -0.00218  3.69661e+01 |152  0.04120  2.79943e+01 |153  0.01614  5.04698e+01
154  0.00474  5.41534e+01 |155  0.00834  3.99949e+01 |156 -0.00564  2.90038e+01
157 -0.00300  1.65634e+01 |158  0.00340  1.46503e+01 |159 -0.02685  2.80425e+01
160 -0.01538  1.92814e+01 |161  0.02947  2.03675e+01 |162 -0.01561  2.34487e+00
163  0.03628 -3.52335e+00 |164  0.02022 -4.53481e+01 |165 -0.03279 -2.89004e+01
166  0.05122 -6.50676e+00 |167 -0.01315 -3.12403e+01 |168  0.01317 -1.48619e+01
169 -0.02213 -5.11604e+00 |170  0.05267  4.11836e-01 |171  0.06108  4.62073e+00
172 -0.00899  2.00604e+01 |173  0.01387  1.45334e+01 |174  0.06235 -7.32535e+01
175  0.00000  0.00000e+00 |
175 variables; iteration 40; function evaluation 51; phase 7
Function value 2.1571818e+02; maximum gradient component mag 1.9813e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -1.08012  2.13795e+00 |  2  0.44029 -1.83517e+01 |  3  0.08487  5.42645e+00
  4 -0.53892 -1.57823e+01 |  5 -0.51040 -9.63073e+01 |  6 -0.49099  1.41611e+02
  7 -0.04493 -5.02792e+01 |  8 -0.00407 -6.95184e-02 |  9 -0.00163  4.02494e-03
 10 -0.00276 -5.76358e-02 | 11 -0.00312  3.49368e-02 | 12 -0.00614 -1.97145e-01
 13 -0.00771 -1.41760e-01 | 14 -0.01009 -1.01284e-01 | 15 -0.01357 -8.42688e-02
 16 -0.01895 -1.92074e-01 | 17 -0.02428 -7.92344e-02 | 18 -0.03231 -1.74184e-01
 19 -0.03960  1.11895e-01 | 20 -0.04990  7.07518e-02 | 21 -0.05935  2.71241e-01
 22 -0.06943  8.70720e-02 | 23 -0.07492 -5.32083e-02 | 24 -0.07172 -2.54157e-01
 25 -0.05299  4.70526e-01 | 26 -0.02025  2.84485e+00 | 27  0.04268  5.94098e+00
 28  0.04385 -1.18300e+00 | 29  0.06929  7.71369e+00 | 30  0.04607  7.78895e+00
 31 -0.04425 -5.26992e+00 | 32 -0.10617 -1.29281e+01 | 33  0.09409 -6.19084e+01
 34 -0.12726 -1.74734e+01 | 35  0.12267  4.40183e+01 | 36 -0.02701  2.46357e+01
 37 -0.07629  2.10714e+01 | 38 -0.23554 -4.17085e+00 | 39 -0.08453  1.54356e+01
 40  0.04532  6.04993e+01 | 41  0.00689  3.33932e+01 | 42  0.03355  3.10136e+01
 43  0.14486  1.23564e+02 | 44  0.01811  5.84329e+01 | 45 -0.05527  2.61119e+01
 46 -0.07497  1.61186e+01 | 47  0.06257  5.11998e+01 | 48 -0.01083  2.89913e+01
 49 -0.05887  2.11944e+01 | 50  0.09288  9.70753e+01 | 51  0.06369  3.24751e+01
 52 -0.06235 -1.01921e+01 | 53 -0.02183 -1.07881e+01 | 54 -0.03881 -6.21580e+00
 55 -0.07521 -2.92533e+00 | 56  0.01396 -1.07860e+01 | 57  0.04256 -8.25954e+00
 58 -0.03591 -2.64161e+01 | 59  0.13001 -5.98572e+01 | 60 -0.04559 -2.57343e+01
 61  0.11027 -3.89663e+01 | 62  0.09168 -4.27515e+01 | 63  0.07644 -2.72108e+01
 64  0.13562 -2.81141e+01 | 65 -0.05888 -1.18325e+01 | 66 -0.04965 -2.07084e+01
 67 -0.09750 -2.19650e+01 | 68 -0.02852 -3.06033e+01 | 69  0.11060 -7.70670e+01
 70 -0.12980 -2.86938e+01 | 71 -0.00860  1.09191e+00 | 72 -0.63115 -1.46129e+01
 73  0.62137  7.34816e+00 | 74 -0.67501 -8.45249e-03 | 75  0.40945 -1.60647e+02
 76 -0.54705 -4.36363e-03 | 77  0.18917 -3.63333e-01 | 78 -0.30103  1.98130e+02
 79 -0.40185  1.79995e-02 | 80 -0.11925 -1.61218e+02 | 81  0.05855  4.44688e+00
 82 -0.05060 -7.43532e+00 | 83 -0.00495 -3.97708e-01 | 84  0.00120  1.29625e-01
 85  0.00569  1.13465e-01 | 86 -0.01206  6.05575e-01 | 87 -0.06530 -5.19639e+00
 88 -0.01819 -1.13382e+00 | 89  0.09021  6.05351e+00 | 90 -0.08756 -1.25001e+01
 91  0.02837 -1.26762e+01 | 92  0.00431  1.48694e+00 | 93 -0.00550 -1.71335e+00
 94 -0.03815  3.23957e+00 | 95 -0.02601 -4.40415e+00 | 96  0.02670 -1.47212e+00
 97  0.02262  2.03619e+00 | 98 -0.03351 -7.00429e+00 | 99 -0.00326 -4.58975e-01
100  0.00207  2.21585e+00 |101 -0.00303  1.38465e+00 |102 -0.00042  1.14831e+00
103 -0.01035  5.26258e+00 |104 -0.00148  2.14903e-01 |105  0.00574 -5.37380e-01
106  0.00031  1.05206e+00 |107 -0.00202  2.13941e+00 |108  0.00446  1.54203e+00
109 -0.00008  3.30687e-01 |110 -0.00209 -2.79683e-01 |111  0.00315  2.70559e-01
112  0.00269  2.22229e+00 |113  0.00169 -2.35127e-01 |114  0.00505  2.11853e-01
115  0.00051 -1.60859e+00 |116 -0.00121 -1.64871e+00 |117 -0.00957 -7.36702e+00
118 -0.00215 -2.15669e+00 |119 -0.01145 -3.27567e+00 |120 -0.00256 -2.78492e+00
121 -0.00004  4.71966e-02 |122 -0.00304  3.91180e-01 |123 -0.00188 -8.06057e-01
124  0.00175 -4.42977e-01 |125 -0.00130  4.31124e+00 |126  0.09273  1.60368e+01
127 -0.04707 -2.01773e+01 |128  0.00000  0.00000e+00 |129  0.02830 -2.15576e-01
130 -0.04691 -2.74045e+00 |131 -0.03414 -2.79423e+00 |132  0.00040 -3.34997e+00
133 -0.01267  2.48407e+00 |134  0.02735  3.84687e+00 |135 -0.00467  1.01325e+01
136 -0.05961  3.68398e+01 |137  0.04712  2.00286e+01 |138 -0.01918 -4.75757e+01
139 -0.01759 -3.46223e-01 |140  0.00016 -5.07976e+00 |141  0.02801  4.58835e+00
142  0.01000 -2.05659e+01 |143 -0.01002 -4.48458e+00 |144 -0.01253 -2.59908e+00
145  0.06200 -5.04844e+00 |146  0.01077 -8.90904e+00 |147 -0.00077  8.63775e+00
148 -0.03017  1.23463e+01 |149 -0.01684  1.17601e+01 |150 -0.01969  4.76606e+01
151  0.00319  2.52343e+01 |152  0.04415  6.16130e+00 |153  0.01973  1.25851e+01
154  0.00508  2.09636e+01 |155  0.00718  1.55341e+01 |156 -0.00538  8.31476e+00
157  0.00118  4.14277e+00 |158  0.00712  2.83944e+00 |159 -0.02660  1.16804e+01
160 -0.01633  1.05669e+00 |161  0.03556  5.13390e+00 |162 -0.01492 -1.51785e+01
163  0.04087 -1.46534e+01 |164  0.02587 -5.37794e+01 |165 -0.02928 -3.88436e+01
166  0.05138 -2.92876e+01 |167 -0.02251 -3.64604e+01 |168  0.03784 -1.10976e+01
169 -0.02599 -6.68088e+00 |170  0.05837 -7.11189e-01 |171  0.05241 -3.13740e+00
172 -0.00894  2.33393e+01 |173  0.01319  1.55229e+01 |174  0.06464 -6.84434e+01
175  0.00000  0.00000e+00 |
175 variables; iteration 60; function evaluation 73; phase 7
Function value 2.1017369e+02; maximum gradient component mag 1.4922e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -1.01165 -5.93150e-01 |  2  0.44573  9.47406e+00 |  3  0.07681  4.10198e+01
  4 -0.53887  1.22455e+02 |  5 -0.50550  9.95223e+01 |  6 -0.50549 -4.42735e+00
  7 -0.04180  3.13246e+01 |  8 -0.00204  3.53908e-02 |  9 -0.00106  1.47571e-02
